Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR11605270_kneaddata_paired_2	(1, 36.09707430032876)	(2, 35.97431080230815)	(3, 36.06339007248169)	(4, 36.16373167748455)	(5, 36.200391595978886)	(6, 36.20016005470277)	(7, 36.20155530963454)	(8, 36.19849995729611)	(9, 36.18934774313205)	(10, 36.21250463931406)	(15, 36.20432210382086)	(20, 36.17831112513388)	(25, 36.131471931268415)	(30, 36.10588757358585)	(35, 36.08026471710566)	(40, 36.0450285750404)	(45, 36.000490245882986)	(50, 35.95229010889075)	(55, 35.95378685246725)	(60, 35.92018239199534)	(65, 35.88566334066045)	(70, 35.85512566046829)	(75, 35.83700549105306)	(80, 35.79585322791956)	(85, 35.77426582181791)	(90, 35.72076467246395)	(95, 35.73280417755537)	(100, 35.66862592648219)	(105, 35.62097106400031)	(110, 35.66442525361707)	(115, 35.57047090312898)	(120, 35.5376058839836)	(125, 35.56772307549994)	(130, 35.437808821934226)	(135, 35.43260535271023)	(140, 35.3282701672582)	(145, 35.39614962091408)	(150, 36.11942629922611)
SRR11605271_1	(1, 36.34864401820407)	(2, 36.353793321397035)	(3, 36.309927217613534)	(4, 36.3565893150236)	(5, 36.39362344759093)	(6, 36.416341739966114)	(7, 36.38569344900637)	(8, 36.372565082619424)	(9, 36.38282620143861)	(10, 36.38966426438438)	(15, 36.36800703553421)	(20, 36.3476725389378)	(25, 36.25451213170705)	(30, 36.207031564944664)	(35, 36.16754784040606)	(40, 36.17538839255381)	(45, 36.1533788081407)	(50, 36.15492985621451)	(55, 36.17336830886557)	(60, 36.153779842411645)	(65, 36.12092532545616)	(70, 36.10206400753942)	(75, 36.104322468049084)	(80, 36.05964958221348)	(85, 36.02481605250684)	(90, 36.02752689974102)	(95, 35.99774760365553)	(100, 35.99123978963411)	(105, 35.93731053446107)	(110, 35.918056175945694)	(115, 35.863048822456264)	(120, 35.83018126754559)	(125, 35.79410965581866)	(130, 35.753467179566414)	(135, 35.722759432223235)	(140, 35.62384352579386)	(145, 35.53816277018784)	(150, 35.48720743676144)
SRR11605271_2	(1, 35.893901778991776)	(2, 35.616253699313056)	(3, 35.72036990305192)	(4, 35.9087421694744)	(5, 35.94663300319926)	(6, 35.95240994749122)	(7, 35.92758656285735)	(8, 35.92374518984214)	(9, 35.92846379948342)	(10, 35.96219491908405)	(15, 35.95266574500543)	(20, 35.93054499341831)	(25, 35.8799141203949)	(30, 35.85565566787891)	(35, 35.824920631792295)	(40, 35.78831675174644)	(45, 35.74702157836714)	(50, 35.70088769731105)	(55, 35.69587398333926)	(60, 35.65645340881198)	(65, 35.61487129016079)	(70, 35.57705592772838)	(75, 35.55161482517494)	(80, 35.49890573517046)	(85, 35.476907617542466)	(90, 35.41095130351299)	(95, 35.41056112961064)	(100, 35.33620484419299)	(105, 35.2763372552403)	(110, 35.30284248096576)	(115, 35.19742697470237)	(120, 35.14352266529984)	(125, 35.14862020257344)	(130, 34.99322709926584)	(135, 34.960826815848804)	(140, 34.81906077382332)	(145, 34.84484940817193)	(150, 34.70729073909632)
SRR11605271_kneaddata_paired_1	(1, 36.55432023051627)	(2, 36.51975235648212)	(3, 36.521147931373314)	(4, 36.573646942454566)	(5, 36.603595562164614)	(6, 36.608426153027075)	(7, 36.57745476883508)	(8, 36.56638090816442)	(9, 36.58044681878356)	(10, 36.587474903786074)	(15, 36.5703778648023)	(20, 36.5554807261222)	(25, 36.5133384519874)	(30, 36.47823180023508)	(35, 36.46248363337662)	(40, 36.43982064514465)	(45, 36.41053401032534)	(50, 36.408784129122225)	(55, 36.42656488326112)	(60, 36.412807098785535)	(65, 36.38800807789081)	(70, 36.37461430338688)	(75, 36.3799262976065)	(80, 36.344368580539495)	(85, 36.31786959854024)	(90, 36.32721401236801)	(95, 36.30539628264464)	(100, 36.30595221763504)	(105, 36.263241357112484)	(110, 36.25207869248895)	(115, 36.210224553922856)	(120, 36.19072767308991)	(125, 36.170988387278044)	(130, 36.14884631389204)	(135, 36.140350690314754)	(140, 36.06619543473365)	(145, 36.01442969092936)	(150, 36.45719695976697)
SRR11605271_kneaddata_paired_2	(1, 36.16905357613167)	(2, 35.86204376927558)	(3, 36.01989766847095)	(4, 36.2204840186527)	(5, 36.25390186244311)	(6, 36.24079827231655)	(7, 36.213685446870244)	(8, 36.21005069032979)	(9, 36.221855676857444)	(10, 36.25851639140976)	(15, 36.24854722074333)	(20, 36.22594627094649)	(25, 36.18058695607114)	(30, 36.16004046413447)	(35, 36.13146474919586)	(40, 36.09817985319213)	(45, 36.05788530977689)	(50, 36.010404410846)	(55, 36.01350118967644)	(60, 35.98523508110132)	(65, 35.95155635943057)	(70, 35.922634042317654)	(75, 35.907698794391855)	(80, 35.86344852652725)	(85, 35.85053402395482)	(90, 35.79449532396482)	(95, 35.80496174990036)	(100, 35.74133695654662)	(105, 35.69522632627702)	(110, 35.73311749121322)	(115, 35.64075228307595)	(120, 35.60574571590486)	(125, 35.63053090751756)	(130, 35.49819839889784)	(135, 35.49069249957312)	(140, 35.37679602955442)	(145, 35.43780646626847)	(150, 36.15330366832052)
SRR11605272_1	(1, 36.372505945869335)	(2, 36.33245963009385)	(3, 36.321001375189894)	(4, 36.36484994707401)	(5, 36.39163016471276)	(6, 36.403707088982095)	(7, 36.36495845642132)	(8, 36.35341964993556)	(9, 36.36425729780723)	(10, 36.37365343221709)	(15, 36.353041085182056)	(20, 36.337330537187704)	(25, 36.240587782954734)	(30, 36.182940974236786)	(35, 36.14268173654816)	(40, 36.14587916376939)	(45, 36.12296190657567)	(50, 36.12441416024838)	(55, 36.14164300867632)	(60, 36.11491776541608)	(65, 36.07945962345042)	(70, 36.05386891185055)	(75, 36.05241914946387)	(80, 36.00554147825163)	(85, 35.96450479323433)	(90, 35.9704308430069)	(95, 35.93781844171719)	(100, 35.929824347725955)	(105, 35.871066702245926)	(110, 35.85171865519273)	(115, 35.795830472967886)	(120, 35.76238415519937)	(125, 35.73212491197456)	(130, 35.70219404793013)	(135, 35.68539444808603)	(140, 35.58987040330046)	(145, 35.51457571184346)	(150, 35.47112405718664)
SRR11605272_2	(1, 35.8453085762245)	(2, 35.639370568278956)	(3, 35.75519363935922)	(4, 35.88296048931072)	(5, 35.92876970330444)	(6, 35.930405232586466)	(7, 35.920069578850864)	(8, 35.926225546643515)	(9, 35.91373728336884)	(10, 35.94503483925115)	(15, 35.933012058931645)	(20, 35.90307593550558)	(25, 35.84444681270401)	(30, 35.81672131810069)	(35, 35.785027537014976)	(40, 35.745580430892836)	(45, 35.69219754126677)	(50, 35.64210627715502)	(55, 35.631910965866055)	(60, 35.586875268505274)	(65, 35.53980371987758)	(70, 35.49102660914933)	(75, 35.45879911155204)	(80, 35.40356082281088)	(85, 35.37064719735857)	(90, 35.296210228002494)	(95, 35.29681649629961)	(100, 35.20903448272044)	(105, 35.14327264191472)	(110, 35.18290651144663)	(115, 35.0624790731973)	(120, 35.005966436287295)	(125, 35.02475352876826)	(130, 34.86025072856276)	(135, 34.8334152874169)	(140, 34.695721299277636)	(145, 34.7434527342141)	(150, 34.59805341981602)
SRR11605272_kneaddata_paired_1	(1, 36.56190701612269)	(2, 36.50082153182525)	(3, 36.517288738904384)	(4, 36.560644025224406)	(5, 36.582624971955305)	(6, 36.58120916830097)	(7, 36.54226469955677)	(8, 36.53279524280684)	(9, 36.54415824261557)	(10, 36.554252940085505)	(15, 36.53653066573247)	(20, 36.52576176360723)	(25, 36.47802590299568)	(30, 36.432118396943395)	(35, 36.415352994564046)	(40, 36.38605552399973)	(45, 36.3538395184526)	(50, 36.35261810460964)	(55, 36.37145010480536)	(60, 36.35033152225969)	(65, 36.321725624099294)	(70, 36.300784455473305)	(75, 36.30361674422137)	(80, 36.264748808097075)	(85, 36.23169143614542)	(90, 36.242171214863035)	(95, 36.21627672100182)	(100, 36.21529827548657)	(105, 36.16649099442695)	(110, 36.152972340307166)	(115, 36.10567114618709)	(120, 36.081402608292834)	(125, 36.06126267910767)	(130, 36.038097619498515)	(135, 36.0306352634216)	(140, 35.94677948798362)	(145, 35.88809674229607)	(150, 36.37225020077748)
SRR11605272_kneaddata_paired_2	(1, 36.0880797923488)	(2, 35.86901233037857)	(3, 36.02219514580775)	(4, 36.15711705457113)	(5, 36.196292121102005)	(6, 36.185394235142404)	(7, 36.17269263622466)	(8, 36.17920597156841)	(9, 36.16971532710492)	(10, 36.201783337924006)	(15, 36.19021420778413)	(20, 36.160407216245)	(25, 36.10794954305648)	(30, 36.08231130672176)	(35, 36.05251041027831)	(40, 36.01550493659214)	(45, 35.96560583944995)	(50, 35.91482909720433)	(55, 35.91347701749887)	(60, 35.87843632548142)	(65, 35.84061809942658)	(70, 35.80160042213223)	(75, 35.78035349026775)	(80, 35.73453636488173)	(85, 35.712338911660936)	(90, 35.64844354421287)	(95, 35.66203314687274)	(100, 35.58613055972021)	(105, 35.534203670105846)	(110, 35.583052601326685)	(115, 35.47499197565619)	(120, 35.43370911592853)	(125, 35.46843099540085)	(130, 35.321552226790615)	(135, 35.312036739578005)	(140, 35.194545069928424)	(145, 35.26530737119411)	(150, 36.04522698550027)
SRR11605273_1	(1, 36.40251251347391)	(2, 36.372570191925284)	(3, 36.33362293785706)	(4, 36.37121151538313)	(5, 36.40046826988623)	(6, 36.41508084078543)	(7, 36.377119876313955)	(8, 36.363211625759696)	(9, 36.374058802041915)	(10, 36.385239492358906)	(15, 36.36340987492487)	(20, 36.346995701341925)	(25, 36.251283683437336)	(30, 36.19691293901307)	(35, 36.15664641712188)	(40, 36.16074768333125)	(45, 36.13569292704578)	(50, 36.137213417771406)	(55, 36.15371093637501)	(60, 36.12740571008497)	(65, 36.08869689082351)	(70, 36.06629690518319)	(75, 36.0644247365128)	(80, 36.01996200313635)	(85, 35.97804693227501)	(90, 35.98425352424728)	(95, 35.94831668375226)	(100, 35.94326901889301)	(105, 35.88219346091203)	(110, 35.861670412638226)	(115, 35.803593078585834)	(120, 35.76297211933582)	(125, 35.72787156883271)	(130, 35.68862519963892)	(135, 35.66046028901781)	(140, 35.55294521236973)	(145, 35.46638718892463)	(150, 35.41796523218661)
SRR11605273_2	(1, 36.11243379917869)	(2, 35.96963666687965)	(3, 36.03036815539734)	(4, 36.126006901482086)	(5, 36.165302565062895)	(6, 36.16792909859721)	(7, 36.154411586431344)	(8, 36.15412733999317)	(9, 36.14176302178879)	(10, 36.17039655057169)	(15, 36.15633607680708)	(20, 36.131987275082636)	(25, 36.07993684960376)	(30, 36.05904093215686)	(35, 36.03190265751666)	(40, 35.99909935940069)	(45, 35.95705459607871)	(50, 35.9131490232277)	(55, 35.90488840916163)	(60, 35.865610855909964)	(65, 35.82553698398455)	(70, 35.784139423815596)	(75, 35.758164014481295)	(80, 35.709343148274435)	(85, 35.67944784392647)	(90, 35.61459847913421)	(95, 35.615983624618956)	(100, 35.53638840654956)	(105, 35.47382402412853)	(110, 35.50144069543664)	(115, 35.38911794258088)	(120, 35.32921291196813)	(125, 35.335427005260165)	(130, 35.17454394989761)	(135, 35.135868216814394)	(140, 34.995864093767565)	(145, 35.01737209211674)	(150, 34.87638360838396)
SRR11605273_kneaddata_paired_1	(1, 36.57622338175152)	(2, 36.52382967672032)	(3, 36.51729636367952)	(4, 36.55551996604258)	(5, 36.582048084938236)	(6, 36.58241753945526)	(7, 36.543498591856086)	(8, 36.530019505969776)	(9, 36.54448380390147)	(10, 36.55512118973849)	(15, 36.53629084978728)	(20, 36.52462921203981)	(25, 36.478225166191706)	(30, 36.434444805924684)	(35, 36.41737907904455)	(40, 36.38889444296284)	(45, 36.3550679916391)	(50, 36.35446176114153)	(55, 36.37229276419108)	(60, 36.35218439977094)	(65, 36.32278399008343)	(70, 36.305140083918594)	(75, 36.30750650795707)	(80, 36.271561580431346)	(85, 36.23849300893991)	(90, 36.2498813556221)	(95, 36.221491238002685)	(100, 36.2232513629321)	(105, 36.17336944346192)	(110, 36.16049902718065)	(115, 36.113499494237445)	(120, 36.08560025102173)	(125, 36.06802975443988)	(130, 36.0438415436494)	(135, 36.03454077076508)	(140, 35.9497284346198)	(145, 35.89195023742759)	(150, 36.3780005093906)
SRR11605273_kneaddata_paired_2	(1, 36.32687425561058)	(2, 36.164137778888595)	(3, 36.26111944997913)	(4, 36.3615816171943)	(5, 36.39614195096001)	(6, 36.38485487809816)	(7, 36.36715429263981)	(8, 36.365056528216634)	(9, 36.36065141840654)	(10, 36.38677944849907)	(15, 36.371803331792776)	(20, 36.346797292900916)	(25, 36.29985646287094)	(30, 36.281174630789835)	(35, 36.25476231899032)	(40, 36.22472784494639)	(45, 36.18525119695723)	(50, 36.14144841822088)	(55, 36.13990633305688)	(60, 36.10890216172197)	(65, 36.076313452117596)	(70, 36.04274049639035)	(75, 36.02500380657805)	(80, 35.98372941847279)	(85, 35.96213731651957)	(90, 35.908125370741004)	(95, 35.91819214974918)	(100, 35.850388671125245)	(105, 35.8012976287142)	(110, 35.83956408902013)	(115, 35.744453323426185)	(120, 35.70336176781125)	(125, 35.73131101218978)	(130, 35.594410130027406)	(135, 35.58133324028772)	(140, 35.470601354429554)	(145, 35.52815930559777)	(150, 36.16005625481367)
SRR11605274_1	(1, 36.38137882584873)	(2, 36.352939678997835)	(3, 36.30999824330634)	(4, 36.34937569384261)	(5, 36.382996059219074)	(6, 36.39762705630796)	(7, 36.35815821342832)	(8, 36.3430835365548)	(9, 36.35620988046103)	(10, 36.36733378333785)	(15, 36.34299650827488)	(20, 36.32801297075555)	(25, 36.22834778613117)	(30, 36.1710720780421)	(35, 36.129684818166396)	(40, 36.13645490364986)	(45, 36.10935100209807)	(50, 36.10952268688429)	(55, 36.127994439297694)	(60, 36.10185629233912)	(65, 36.06337398078958)	(70, 36.04099003523032)	(75, 36.03969558443744)	(80, 35.99316072197421)	(85, 35.95213707080582)	(90, 35.95710720147948)	(95, 35.920121605576895)	(100, 35.91533697922374)	(105, 35.84884598192298)	(110, 35.82754505144456)	(115, 35.765639008782045)	(120, 35.72391995358913)	(125, 35.68638015325136)	(130, 35.64702322646279)	(135, 35.619507047409066)	(140, 35.51376411383185)	(145, 35.429808197829956)	(150, 35.384665629727245)
SRR11605274_2	(1, 36.119039001603475)	(2, 35.97315800550283)	(3, 36.0216319984517)	(4, 36.11932250760984)	(5, 36.16022801282845)	(6, 36.15682246215084)	(7, 36.12534554765122)	(8, 36.12868848350534)	(9, 36.12013792337938)	(10, 36.158332459730055)	(15, 36.1429177653908)	(20, 36.119844202934644)	(25, 36.06535289382471)	(30, 36.04441971475153)	(35, 36.01807161839237)	(40, 35.98687792528629)	(45, 35.94124231288406)	(50, 35.90185022059866)	(55, 35.88828939938944)	(60, 35.854822345459574)	(65, 35.81307495547786)	(70, 35.77182304481656)	(75, 35.74538434670524)	(80, 35.697314219367875)	(85, 35.66857477435342)	(90, 35.60246737190565)	(95, 35.60181156068871)	(100, 35.5238670788493)	(105, 35.46169087535998)	(110, 35.48561739085611)	(115, 35.37884349472304)	(120, 35.31899109177642)	(125, 35.32636208982349)	(130, 35.16677701738716)	(135, 35.134425487648514)	(140, 34.993822004082304)	(145, 35.02394438285739)	(150, 34.88919042037474)
SRR11605274_kneaddata_paired_1	(1, 36.56000317533877)	(2, 36.506560276313884)	(3, 36.49928175289263)	(4, 36.54095493857601)	(5, 36.569803320440535)	(6, 36.56850380809599)	(7, 36.52972869667857)	(8, 36.51660979443477)	(9, 36.532278870001896)	(10, 36.54200339450976)	(15, 36.52104351798489)	(20, 36.51038216951556)	(25, 36.46023449315718)	(30, 36.41543412690396)	(35, 36.39758657749312)	(40, 36.37161210827311)	(45, 36.33697309015916)	(50, 36.33558861594321)	(55, 36.354774408095125)	(60, 36.33480437992541)	(65, 36.30623494496369)	(70, 36.28897285728597)	(75, 36.291371465836434)	(80, 36.25273329722431)	(85, 36.22066289296957)	(90, 36.23142532048888)	(95, 36.203040417550234)	(100, 36.2060827509914)	(105, 36.152332280890754)	(110, 36.14101175203222)	(115, 36.092770260337645)	(120, 36.066825808005056)	(125, 36.04709665203008)	(130, 36.022525222903184)	(135, 36.01354734228234)	(140, 35.928247519426606)	(145, 35.87062205893416)	(150, 36.3688212052469)
SRR11605274_kneaddata_paired_2	(1, 36.33729953611007)	(2, 36.17186240550726)	(3, 36.26057186465003)	(4, 36.364778759426166)	(5, 36.40046534226653)	(6, 36.38169882604887)	(7, 36.34812143393282)	(8, 36.35195527591449)	(9, 36.346374172414954)	(10, 36.384740945828455)	(15, 36.3682227146968)	(20, 36.34486146346809)	(25, 36.29547768383792)	(30, 36.27709646626384)	(35, 36.251889260555366)	(40, 36.22326318541271)	(45, 36.18087112547606)	(50, 36.14183194452705)	(55, 36.13417552143536)	(60, 36.10992459117027)	(65, 36.075208012940834)	(70, 36.04309838232494)	(75, 36.02535163776915)	(80, 35.98499543695904)	(85, 35.963678025301675)	(90, 35.90864860429495)	(95, 35.91832130576231)	(100, 35.85136837189414)	(105, 35.80393905781271)	(110, 35.839004440231506)	(115, 35.748405410744866)	(120, 35.70665516720457)	(125, 35.73600088745179)	(130, 35.599451906917764)	(135, 35.58949409745561)	(140, 35.47617789912117)	(145, 35.53597252063251)	(150, 36.1666691542872)
